Contact.Key,Resp,R2016,R2015,R2014,Age,Finish.Time,Swim.Time,Bike.Time,Run.Time,Min_Year,prior_races,club_aff,Finish.Rank,Swim.Rank,Bike.Rank,Run.Rank
38815,0,0,0,0,38,999999,999999,999999,999999,2017,1,1,8,8,8,8
38938,0,1,2,0,51,21052,1363,10352,7623,2015,4,0,3,1,2,3
38962,1,0,0,0,29,999999,999999,999999,999999,2017,1,0,8,8,8,8
39191,0,0,0,1,49,999999,999999,999999,999999,2014,2,0,8,8,8,8
39198,1,0,0,0,32,21080,2087,10150,8412,2017,1,1,3,3,2,4
39342,1,0,0,1,37,22637,3144,10259,8925,2014,1,0,4,7,2,5
39499,1,1,0,1,31,24059,1230,11384,9907,2014,3,0,5,1,5,6
39605,1,0,0,1,41,999999,4278,999999,999999,2014,1,0,8,8,8,8
39624,0,1,0,0,44,27071,3367,11330,11882,2016,2,1,7,8,4,8
39772,0,0,0,2,35,22911,2039,10461,8494,2014,4,1,4,2,3,4
40198,0,0,0,0,59,28251,3046,12092,12038,2017,1,0,8,7,6,8
40359,0,0,1,1,35,17527,812,9899,6380,2014,3,0,1,1,2,1
40360,1,0,0,1,53,26340,2897,11509,9592,2014,2,1,7,7,5,6
40363,0,1,0,0,40,15142,999999,5906,9067,2016,2,0,1,8,1,5
40544,0,0,0,0,37,20294,2255,10553,6949,2017,2,1,2,3,3,2
40671,1,0,1,0,56,24718,2557,11394,9854,2015,3,0,6,5,5,6
40686,1,0,2,0,2,22657,2167,11753,8230,2015,2,0,4,3,5,4
40731,0,0,0,0,57,999999,2404,10398,999999,2017,1,0,8,4,3,8
40835,0,1,1,0,39,16253,2257,9661,6384,2015,3,0,1,3,1,1
41359,0,0,1,1,46,22640,2493,11682,7088,2014,3,0,4,5,5,2
41432,1,0,1,1,53,23351,2566,10531,9043,2014,3,0,5,5,3,5
41456,0,0,0,0,30,17132,999999,10189,6757,2017,1,1,1,8,2,1
41695,0,0,1,1,49,20691,2199,9713,8145,2014,3,0,2,3,1,4
41876,0,0,0,1,58,24546,2711,11550,9629,2014,2,0,6,6,5,6
42227,0,0,0,0,65,999999,999999,999999,999999,2017,1,0,8,8,8,8
42324,0,1,1,0,43,19821,1970,10427,6954,2015,3,1,2,2,3,2
42335,0,2,2,3,44,17842,1778,9403,5589,2014,9,1,1,2,1,1
42343,0,1,3,0,46,30488,2558,13961,5850,2015,6,0,8,5,8,1
42646,0,1,0,1,48,24643,2303,12247,8313,2014,4,0,6,4,6,4
42946,1,1,1,0,30,15245,1564,8022,5020,2015,4,1,1,1,1,1
42982,1,1,2,0,51,19131,1661,9328,6571,2015,4,1,1,1,1,1
43401,0,0,1,0,54,24547,2455,11606,9034,2015,2,0,6,4,5,5
43559,0,0,0,0,45,21771,2142,10435,8543,2017,1,0,3,3,3,4
43684,1,3,2,1,36,16897,2138,8571,5140,2014,7,0,1,3,1,1
44225,0,1,1,0,28,28448,2215,13650,11401,2015,4,1,8,3,8,8
44300,0,0,1,0,55,29179,1180,14633,12221,2015,3,0,8,1,8,8
44376,0,0,0,0,39,22187,1310,11325,8858,2017,1,0,4,1,4,5
44520,0,1,1,0,46,24600,1817,12618,8899,2015,3,0,6,2,7,5
44588,0,1,0,1,46,23579,2183,11468,9259,2014,3,0,5,3,5,6
44680,0,0,0,0,64,999999,999999,999999,999999,2017,1,0,8,8,8,8
44892,1,2,1,0,44,22936,2943,10765,8135,2015,5,1,4,7,3,4
45081,0,1,0,0,42,21241,1176,11380,8082,2016,2,0,3,1,5,4
45203,0,2,2,0,43,21292,2400,10084,7963,2015,5,1,3,4,2,3
45449,0,1,0,1,51,24437,2778,11673,9183,2014,3,1,6,6,5,6
45468,0,0,0,0,54,999999,999999,999999,999999,2017,1,0,8,8,8,8
45532,0,0,0,1,40,27400,2436,13843,10497,2014,2,0,7,4,8,7
45771,0,1,1,1,45,22628,2772,11703,7422,2014,4,0,4,6,5,2
45898,0,0,0,1,40,24151,2004,12114,8299,2014,2,0,5,2,6,4
46093,0,0,1,0,35,23102,1641,13747,7116,2015,2,1,4,1,8,2
46107,0,0,0,0,44,999999,999999,999999,999999,2017,1,0,8,8,8,8
46182,0,1,2,2,34,15003,1330,7799,5332,2014,7,0,1,1,1,1
46195,0,0,0,0,20,17268,1516,9326,5767,2017,1,0,1,1,1,1
46239,1,0,1,1,49,25969,2927,12649,9496,2014,2,0,7,7,7,6
46308,0,0,0,0,60,999999,999999,999999,999999,2017,1,1,8,8,8,8
46493,0,2,1,1,35,17763,1320,9018,6466,2014,6,1,1,1,1,1
46497,0,1,1,1,69,23515,3088,10410,9217,2014,4,0,5,7,3,6
46502,0,1,1,1,57,23546,2703,10869,8833,2014,4,0,5,6,4,5
46776,0,0,0,0,58,999999,999999,999999,999999,2017,1,0,8,8,8,8
46794,0,0,0,1,40,20807,1899,10281,8132,2014,2,0,3,2,2,4
46887,0,0,0,0,31,999999,3461,17009,999999,2017,1,0,8,8,8,8
47018,0,0,0,0,51,23075,1933,11331,8778,2017,1,0,4,2,4,5
47385,0,2,1,0,31,17998,1877,9537,6121,2015,4,1,1,2,1,1
47661,0,1,0,2,35,25802,2282,11842,10660,2014,4,0,6,4,5,7
47848,0,1,2,2,47,21826,1997,9840,8664,2014,7,1,3,2,2,5
47911,0,0,0,1,44,22299,2318,10559,8933,2014,2,0,4,4,3,5
47961,0,0,0,0,26,20902,1622,10893,7920,2017,1,0,3,1,4,3
48008,0,0,1,0,38,22059,2530,11100,7915,2015,2,1,4,5,4,3
48167,1,2,1,0,34,17306,1515,8515,6306,2015,3,1,1,1,1,1
48298,0,0,1,0,40,21433,2788,10332,7854,2015,2,1,3,6,2,3
48387,0,0,0,0,30,999999,999999,999999,999999,2017,1,0,8,8,8,8
48538,1,1,1,0,37,18307,999999,10098,7875,2015,3,0,1,8,2,3
48601,0,1,1,0,58,23964,1298,11393,10614,2015,4,1,5,1,5,7
48679,0,2,2,1,52,25181,2645,11504,10838,2014,6,0,6,6,5,7
48734,0,0,0,0,53,30590,2904,15962,11230,2017,1,1,8,7,8,8
48743,0,1,2,0,52,17712,1846,9184,6405,2015,4,0,1,2,1,1
49078,0,2,2,1,27,15098,1833,8592,5223,2014,7,1,1,2,1,1
49130,0,2,2,0,34,16847,1333,8888,6163,2015,6,0,1,1,1,1
49212,0,1,0,1,39,24086,2143,11952,9295,2014,3,1,5,3,6,6
49243,0,3,2,2,34,16857,1924,8772,5541,2014,9,0,1,2,1,1
49508,0,1,1,0,40,22593,2258,11530,8212,2015,3,0,4,3,5,4
49546,0,1,0,1,35,27184,2913,13544,9173,2014,3,0,7,7,7,5
49740,0,0,0,0,47,25104,2358,14264,7647,2017,1,0,6,4,8,3
49798,0,2,1,2,44,20172,2287,9485,7648,2014,7,0,2,4,1,3
49830,1,0,0,1,50,20620,1877,10540,7630,2014,1,0,2,2,3,3
50044,0,0,0,1,48,30678,3509,14095,12162,2014,2,0,8,8,8,8
50063,1,2,0,1,43,19710,2366,9871,6905,2014,3,0,2,4,2,2
50401,0,0,1,0,63,28501,2651,12768,12403,2015,2,1,8,6,7,8
50553,0,2,1,0,49,26260,3450,11980,9257,2015,4,1,7,8,6,6
50658,0,1,0,1,53,23006,2058,11285,9124,2014,3,0,4,2,4,5
50666,1,1,1,0,37,18857,2514,10417,7750,2015,2,1,1,5,3,3
50794,0,2,1,0,45,999999,2779,999999,999999,2015,4,0,8,6,8,8
50935,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,8,8,8,8
51044,0,0,1,1,54,25011,2059,12137,10244,2014,3,1,6,2,6,7
51082,0,0,0,1,42,999999,999999,999999,999999,2014,2,0,8,8,8,8
51094,0,0,0,0,22,21166,1947,11514,7338,2017,1,1,3,2,5,2
51261,0,1,0,0,57,20311,1350,10046,7316,2016,2,1,2,1,2,2
51292,0,0,1,1,59,26658,3422,11553,11152,2014,3,0,7,8,5,8
51396,1,0,0,1,50,19940,1685,10525,7303,2014,1,0,2,1,3,2
51720,0,0,0,0,41,25129,2152,12067,10109,2017,1,0,6,3,6,7
51757,0,1,1,0,65,20023,3393,10379,8856,2015,3,1,2,8,3,5
51863,1,1,1,0,58,27238,2055,11803,12632,2015,2,1,7,2,5,8
52080,0,0,0,0,25,20906,1831,12076,6761,2017,1,0,3,2,6,1
52352,0,1,0,0,43,28969,2229,13266,12360,2016,2,1,8,3,7,8
52356,0,1,2,1,60,19387,1587,9763,7495,2014,5,1,2,1,2,3
52382,0,0,0,1,44,21717,2732,10617,7893,2014,2,1,3,6,3,3
52386,0,0,0,1,40,22082,2389,11132,8054,2014,2,1,4,4,4,4
52698,0,0,1,1,34,17415,2015,8659,6103,2014,5,0,1,2,1,1
52707,0,0,0,0,39,999999,999999,999999,999999,2017,1,0,8,8,8,8
52918,0,1,0,1,36,22287,2471,11476,7820,2014,3,0,4,5,5,3
52958,1,1,1,1,40,26638,2582,12568,9793,2014,3,0,7,5,7,6
53201,0,0,3,1,37,16832,1982,9102,5233,2014,5,0,1,2,1,1
53214,0,0,0,1,48,999999,999999,999999,999999,2014,2,0,8,8,8,8
53404,0,1,1,0,49,20800,2322,10263,7492,2015,3,0,3,4,2,3
53835,0,1,0,0,55,26853,2933,11431,11093,2016,3,0,7,7,5,8
54123,0,1,0,0,48,21505,865,10239,8123,2016,3,0,3,1,2,4
54195,1,1,1,1,40,22332,2954,10209,9869,2014,4,1,4,7,2,6
54197,0,1,2,0,45,22941,2796,11836,7573,2015,4,0,4,6,5,3
54434,0,1,1,0,42,19692,2068,9450,7512,2015,4,0,2,2,1,3
54480,0,0,1,2,46,21713,1878,11081,8397,2014,4,0,3,2,4,4
54481,1,1,0,0,39,24302,2265,11804,8308,2016,2,1,5,3,5,4
54506,1,1,0,1,57,25229,2505,11865,9618,2014,3,0,6,5,5,6
54571,0,0,0,0,43,19280,1948,9591,6882,2017,2,0,2,2,1,2
54722,0,0,0,1,43,25134,2125,12351,9815,2014,2,0,6,3,6,6
54771,0,0,0,0,54,24714,2047,11754,9925,2017,1,0,6,2,5,7
54805,0,0,0,1,57,24516,1808,11655,10213,2014,2,0,6,2,5,7
54817,0,1,1,1,53,21248,2413,10808,7369,2014,4,1,3,4,3,2
54868,0,1,0,0,33,25187,3243,12525,8741,2016,2,0,6,7,6,5
54911,0,0,0,1,53,27413,2813,13046,10670,2014,2,0,7,6,7,7
55048,0,1,1,0,41,23290,3139,12105,7405,2015,3,0,5,7,6,2
55197,1,1,2,0,47,27675,3360,13271,9816,2015,3,0,7,8,7,6
55257,0,2,1,1,49,20470,1620,10009,7321,2014,6,0,2,1,2,2
55383,0,1,0,1,44,26568,5063,12324,8389,2014,3,1,7,8,6,4
55400,1,1,1,0,46,24450,2586,12765,8466,2015,3,0,6,5,7,4
55648,0,1,2,0,43,23964,2152,12071,7996,2015,4,0,5,3,6,3
55698,1,1,1,1,46,21834,2341,10949,7528,2014,3,0,3,4,4,3
55730,1,1,1,0,36,24347,3571,12420,11521,2015,3,1,5,8,6,8
55755,0,1,1,1,49,24974,2967,11880,9270,2014,4,0,6,7,5,6
55839,0,0,0,0,35,22540,2575,11675,7408,2017,1,0,4,5,5,2
55942,0,1,0,1,48,27087,2140,11608,12538,2014,4,1,7,3,5,8
56282,0,1,0,0,36,28160,2802,13047,11500,2016,2,1,8,6,7,8
56334,0,2,0,0,58,19825,1741,9291,7541,2016,5,0,2,1,1,3
56383,0,1,0,1,55,999999,999999,999999,999999,2014,3,1,8,8,8,8
56394,0,0,2,3,32,21436,2299,10055,8637,2014,6,1,3,4,2,5
56486,0,0,0,0,60,999999,999999,999999,999999,2017,1,1,8,8,8,8
56603,0,0,0,1,54,19360,1941,9350,6921,2014,2,0,2,2,1,2
56677,0,2,3,2,37,15422,1043,8419,5272,2014,10,1,1,1,1,1
56696,0,1,1,0,35,12686,2274,5462,7132,2015,3,0,1,4,1,2
56736,0,1,0,1,37,18740,2164,9890,6227,2014,3,0,1,3,2,1
56776,0,0,1,1,59,23457,2056,11933,7963,2014,4,0,5,2,6,3
57231,0,1,1,0,44,28589,2932,13818,10765,2015,4,0,8,7,8,7
57236,0,1,0,0,50,24954,2566,12353,9134,2016,2,0,6,5,6,5
57376,0,1,0,0,42,999999,999999,999999,999999,2016,2,0,8,8,8,8
57390,0,1,1,0,40,22372,2658,11204,7808,2015,4,0,4,6,4,3
57422,0,0,0,1,40,20608,2546,10290,7340,2014,2,0,2,5,2,2
57647,0,0,0,0,59,30135,2780,14549,11850,2017,2,1,8,6,8,8
57786,0,0,2,0,46,24403,2953,12792,7540,2015,3,0,6,7,7,3
57810,1,0,0,0,41,24491,2547,11902,9321,2017,1,0,6,5,6,6
57842,0,0,1,1,34,22767,2880,10488,8177,2014,3,0,4,7,3,4
58073,0,0,0,1,37,999999,999999,999999,999999,2014,2,0,8,8,8,8
58091,0,0,0,0,61,999999,2563,14228,999999,2017,1,1,8,5,8,8
58100,1,0,1,1,49,22652,2406,11588,7302,2014,2,0,4,4,5,2
58123,0,0,0,1,36,25871,3081,12020,10204,2014,2,0,7,7,6,7
58369,1,1,0,1,47,19446,2522,10123,6412,2014,2,0,2,5,2,1
58373,0,0,0,0,27,25157,1998,13581,8791,2017,1,0,6,2,8,5
58418,1,1,0,1,34,28936,2483,15189,10423,2014,2,0,8,5,8,7
58427,0,0,1,0,40,23513,2080,12022,8645,2015,2,0,5,3,6,5
58434,1,1,2,0,44,19673,1912,9933,6674,2015,3,0,2,2,2,1
58461,1,1,1,0,54,999999,999999,999999,999999,2015,3,1,8,8,8,8
58565,0,1,0,0,40,23814,1763,11825,9409,2016,2,0,5,1,5,6
58644,0,0,0,1,47,999999,999999,999999,999999,2014,2,0,8,8,8,8
58749,0,0,0,0,33,999999,999999,999999,999999,2017,1,0,8,8,8,8
58762,0,1,0,2,63,999999,999999,999999,999999,2014,4,0,8,8,8,8
59119,0,0,1,0,32,24237,2386,11686,9086,2015,2,0,5,4,5,5
59143,0,2,3,1,35,21992,2698,10866,7167,2014,9,0,4,6,4,2
59551,0,0,0,0,45,22432,1070,11032,8974,2017,1,0,4,1,4,5
59733,0,0,1,0,31,18886,2796,9911,8758,2015,2,0,1,6,2,5
59777,0,0,0,0,37,30332,2273,15307,11782,2017,1,0,8,3,8,8
59790,0,2,0,1,41,26587,2227,13935,9718,2014,4,1,7,3,8,6
59839,1,1,0,0,51,27069,2711,13673,9830,2016,1,0,7,6,8,6
59841,0,0,0,0,66,27759,3426,13986,9876,2017,1,0,7,8,8,6
59948,1,1,0,0,35,19816,2097,9944,6934,2016,2,0,2,3,2,2
60277,0,1,0,0,57,999999,999999,999999,999999,2016,2,0,8,8,8,8
60279,1,1,0,0,29,27749,2827,12656,11548,2016,1,0,7,6,7,8
60626,0,0,0,0,39,999999,999999,999999,999999,2017,1,0,8,8,8,8
60769,0,0,0,0,40,25246,2373,11628,10280,2017,1,0,6,4,5,7
60911,0,1,0,0,66,28723,2759,12931,12036,2016,2,0,8,6,7,8
61183,1,0,1,1,43,17057,2097,8699,5652,2014,4,0,1,3,1,1
61302,0,2,2,1,29,15315,1441,8690,5860,2014,8,0,1,1,1,1
61355,1,2,1,0,27,23267,2291,12739,7578,2015,4,0,5,4,7,3
61421,0,0,0,1,49,23212,2755,11406,8417,2014,2,1,5,6,5,4
61426,0,0,0,0,57,999999,999999,999999,999999,2017,1,0,8,8,8,8
61517,0,0,2,1,41,17389,1987,8666,6242,2014,4,0,1,2,1,1
61621,1,2,0,0,33,18646,2426,9690,8378,2016,3,0,1,4,1,4
61629,0,1,1,1,66,24963,1095,12686,9761,2014,4,1,6,1,7,6
61668,1,0,1,1,34,25907,3364,11353,9402,2014,5,1,7,8,5,6
61712,0,0,0,0,43,999999,999999,999999,999999,2017,1,0,8,8,8,8
61729,0,0,0,0,52,26817,4021,12138,10249,2017,1,0,7,8,6,7
61864,0,0,1,0,41,20024,1999,9240,8555,2015,3,1,2,2,1,4
61978,0,0,1,0,37,999999,999999,999999,999999,2015,2,0,8,8,8,8
62316,1,0,0,1,24,20616,2340,11154,8158,2014,2,0,2,4,4,4
62521,0,0,1,0,58,21368,2140,10335,7605,2015,2,0,3,3,2,3
62631,0,0,0,0,48,23527,1962,12397,8118,2017,1,1,5,2,6,4
62787,0,0,0,1,45,24457,2910,11370,9526,2014,2,0,6,7,5,6
62875,0,0,0,0,56,17109,999999,8883,8116,2017,1,0,1,8,1,4
63020,0,3,3,0,76,25951,2603,11957,9486,2015,9,1,7,5,6,6
63175,1,1,1,0,28,21477,2600,9954,8440,2015,2,0,3,5,2,4
63240,0,1,0,0,53,23563,2267,10762,9381,2016,2,0,5,3,3,6
63320,0,1,0,0,37,999999,3893,999999,999999,2016,2,0,8,8,8,8
63359,1,0,1,1,47,19929,2341,10443,6606,2014,2,0,2,4,3,1
63383,0,0,0,1,51,25983,2424,10678,9409,2014,3,0,7,4,3,6
63438,1,0,0,0,21,23968,999999,13209,10587,2017,1,0,5,8,7,7
63451,0,1,0,1,43,22175,2505,10152,8946,2014,3,1,4,5,2,5
63579,1,1,1,0,36,17627,1935,9236,5802,2015,3,0,1,2,1,1
63976,0,0,0,0,26,999999,3387,999999,999999,2017,1,0,8,8,8,8
64025,0,3,3,1,40,17668,828,9095,6276,2014,10,0,1,1,1,1
64051,0,1,1,1,41,17431,1898,9227,5845,2014,4,1,1,2,1,1
64295,0,1,1,1,40,23151,2311,10654,8668,2014,4,0,5,4,3,5
64330,0,1,2,1,51,24485,1777,12888,8683,2014,6,0,6,2,7,5
64543,1,1,0,1,37,25874,3117,11866,9530,2014,2,0,7,7,5,6
64776,0,1,0,0,41,25268,2502,12709,9111,2016,2,1,6,5,7,5
64869,0,0,0,1,38,999999,2667,14168,999999,2014,2,0,8,6,8,8
65118,0,0,0,0,45,22024,1971,11140,8411,2017,1,0,4,2,4,4
65328,0,2,1,0,45,22817,2513,11763,8038,2015,4,0,4,5,5,4
65425,0,0,1,0,41,26182,2617,12914,9160,2015,2,0,7,5,7,5
65551,0,1,1,0,56,20278,1188,10007,8377,2015,3,1,2,1,2,4
65653,0,2,1,0,45,17165,1564,9003,5480,2015,6,1,1,1,1,1
65784,0,1,0,0,33,999999,999999,999999,999999,2016,2,0,8,8,8,8
66007,0,0,0,0,47,999999,999999,999999,999999,2017,1,0,8,8,8,8
66109,0,1,0,0,50,13553,999999,5084,8342,2016,2,1,1,8,1,4
66132,0,0,1,1,44,21016,2511,10735,6711,2014,3,0,3,5,3,1
66134,0,1,0,0,46,999999,999999,999999,999999,2016,2,0,8,8,8,8
66151,0,0,0,0,56,22846,2437,10853,8943,2017,1,0,4,4,4,5
66258,0,1,1,1,31,17603,2094,8346,6494,2014,4,0,1,3,1,1
66357,0,1,1,0,57,22780,2927,10319,8030,2015,3,0,4,7,2,4
66365,0,0,0,1,40,19101,2231,9484,6966,2014,3,0,1,3,1,2
66414,0,0,0,1,51,23627,2399,11273,9080,2014,2,0,5,4,4,5
66591,0,0,1,1,41,16291,2689,9303,6198,2014,3,0,1,6,1,1
66615,0,1,1,0,35,22561,2788,11268,8023,2015,4,0,4,6,4,4
66655,0,0,1,1,41,23172,2568,10669,9077,2014,3,0,5,5,3,5
66848,0,3,2,0,58,20542,1995,9989,7414,2015,8,0,2,2,2,2
66930,0,0,0,1,38,25495,1931,12188,10250,2014,2,0,6,2,6,7
66983,0,0,0,0,46,24884,3148,11753,9377,2017,1,0,6,7,5,6
67147,0,1,1,1,65,26054,2371,12635,9878,2014,4,0,7,4,7,6
67371,1,0,0,0,48,18135,1834,9224,6716,2017,2,1,1,2,1,1
67397,0,1,1,0,38,17654,1928,9331,6219,2015,3,0,1,2,1,1
67467,0,0,0,0,61,999999,999999,999999,999999,2017,1,0,8,8,8,8
67630,0,1,0,0,39,999999,999999,999999,999999,2016,2,0,8,8,8,8
67657,0,1,2,2,40,19996,2191,10056,6859,2014,6,0,2,3,2,2
67658,0,1,1,0,21,12779,1902,5737,6929,2015,3,0,1,2,1,2
67953,1,1,1,1,51,19720,1568,10179,7165,2014,4,0,2,1,2,2
68091,0,0,1,0,52,24516,2726,12475,8530,2015,2,0,6,6,6,4
68120,0,2,0,0,50,10639,1778,4509,5830,2016,5,0,1,2,1,1
68162,0,1,1,0,41,21467,2559,10179,7615,2015,3,1,3,5,2,3
68192,0,0,0,0,34,22703,1190,10978,9613,2017,1,0,4,1,4,6
68244,1,1,1,0,40,20362,1883,11090,7058,2015,2,0,2,2,4,2
68278,0,0,0,0,67,999999,999999,999999,999999,2017,1,0,8,8,8,8
68349,0,1,1,1,50,28135,1859,12622,11838,2014,4,0,8,2,7,8
68367,1,0,1,1,60,16959,2178,8684,7427,2014,4,1,1,3,1,2
68580,0,0,0,0,56,999999,999999,999999,999999,2017,1,0,8,8,8,8
68631,0,1,1,0,56,28786,4047,13768,10275,2015,3,0,8,8,8,7
68649,0,0,0,0,29,999999,999999,999999,999999,2017,1,0,8,8,8,8
68694,0,3,1,2,31,16854,1797,8457,5974,2014,9,1,1,2,1,1
68751,0,0,0,0,56,31800,4509,14466,12251,2017,1,1,8,8,8,8
69008,1,1,0,0,50,23361,2639,10685,8152,2016,2,1,5,5,3,4
69037,0,0,1,2,55,999999,999999,999999,999999,2014,4,0,8,8,8,8
69347,0,1,0,0,39,18713,1178,10313,6677,2016,3,1,1,1,2,1
69676,0,2,0,0,29,20391,2335,10391,6829,2016,3,1,2,4,3,2
69728,1,1,1,0,51,22874,3349,10711,8053,2015,2,0,4,8,3,4
69776,0,0,0,0,48,999999,999999,999999,999999,2017,1,0,8,8,8,8
69905,0,3,2,0,58,22609,2457,11126,8130,2015,9,0,4,5,4,4
70119,0,1,2,0,48,22829,2306,11042,8901,2015,5,0,4,4,4,5
70212,1,1,2,1,39,22829,1903,11618,8077,2014,5,0,4,2,5,4
70284,0,2,1,1,36,15094,1072,8337,5064,2014,5,0,1,1,1,1
70326,1,1,1,1,40,20100,2323,9667,7407,2014,4,0,2,4,1,2
70331,0,0,1,0,37,24389,2094,12480,9122,2015,2,0,6,3,6,5
70422,0,0,1,0,49,999999,4262,15769,999999,2015,2,0,8,8,8,8
70718,1,0,1,1,29,21745,2223,10779,8163,2014,3,0,3,3,3,4
70845,1,0,0,1,35,22977,2532,12011,7939,2014,1,0,4,5,6,3
71009,0,0,1,0,31,999999,999999,999999,999999,2015,2,0,8,8,8,8
71217,1,1,0,0,32,25346,2753,11987,10058,2016,1,0,6,6,6,7
71252,0,0,1,0,32,26673,2195,12403,11393,2015,2,0,7,3,6,8
71285,0,1,0,2,31,16226,1711,8414,5657,2014,4,0,1,1,1,1
71292,0,2,1,0,70,19165,1087,10596,8022,2015,4,0,2,1,3,4
71584,0,0,0,0,33,15989,1037,9060,5605,2017,1,0,1,1,1,1
71586,1,2,0,1,30,18865,1525,9937,6504,2014,3,1,1,1,2,1
71602,0,0,1,1,29,19873,1947,9865,7142,2014,3,0,2,2,2,2
71679,0,1,2,2,47,22105,2623,10179,8290,2014,7,1,4,5,2,4
71712,0,2,2,1,50,19449,2245,10248,5995,2014,7,1,2,3,2,1
71722,1,0,0,1,30,28706,2924,14571,10543,2014,1,0,8,7,8,7
71776,0,0,1,0,42,999999,3789,13929,999999,2015,2,0,8,8,8,8
71838,0,0,1,0,41,22907,1447,11592,8626,2015,2,1,4,1,5,5
71865,0,1,1,0,66,24079,3135,11924,8056,2015,3,1,5,7,6,4
71998,0,0,0,1,69,24543,2876,10906,9426,2014,2,0,6,6,4,6
72058,0,0,0,0,39,999999,999999,999999,999999,2017,1,0,8,8,8,8
72119,0,0,0,0,37,27184,2724,12529,11364,2017,2,0,7,6,6,8
72151,0,2,2,4,48,20542,2058,9922,7504,2014,9,1,2,2,2,3
72181,0,1,1,1,36,16688,3377,5922,7186,2014,4,0,1,8,1,2
72274,0,0,0,1,57,19415,1974,10408,6707,2014,2,1,2,2,3,1
72317,0,0,0,0,44,999999,3308,999999,999999,2017,1,1,8,8,8,8
72397,0,0,1,1,48,22162,2178,9877,9258,2014,3,1,4,3,2,6
72417,0,0,0,1,52,999999,999999,999999,999999,2014,2,1,8,8,8,8
72432,1,0,1,0,32,24498,2557,12212,9284,2015,1,0,6,5,6,6
72830,0,1,1,0,52,23607,2055,10811,9823,2015,3,0,5,2,3,6
72848,0,0,0,0,39,999999,999999,999999,999999,2017,1,0,8,8,8,8
72849,0,1,0,0,56,29914,2652,13727,12217,2016,2,0,8,6,8,8
72905,0,0,0,0,44,21518,2936,10144,7492,2017,1,0,3,7,2,3
72990,1,1,2,1,55,21958,1563,11585,7314,2014,4,1,4,1,5,2
73141,0,0,0,0,36,20295,2228,9459,7311,2017,1,0,2,3,1,2
73207,0,3,3,1,38,16353,2381,9475,5994,2014,8,0,1,4,1,1
73213,0,0,0,1,36,26651,1961,13825,9615,2014,2,0,7,2,8,6
73278,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,8,8,8,8
73708,0,0,1,1,43,19740,1961,10295,8511,2014,4,0,2,2,2,4
73731,0,0,0,0,60,999999,999999,999999,999999,2017,1,0,8,8,8,8
73753,0,0,0,0,38,999999,999999,999999,999999,2017,1,0,8,8,8,8
73871,0,0,0,0,51,999999,999999,999999,999999,2017,1,1,8,8,8,8
73957,0,0,0,1,50,20780,1956,9762,8742,2014,2,1,3,2,2,5
74079,1,1,0,0,48,28677,2708,12377,13001,2016,2,1,8,6,6,8
74132,0,0,0,0,40,27085,3292,16752,6268,2017,1,0,7,8,8,1
74408,0,1,1,1,57,999999,999999,999999,999999,2014,4,0,8,8,8,8
74420,0,0,0,0,36,21547,2360,9854,8751,2017,1,0,3,4,2,5
74436,0,0,1,1,30,22524,2224,11426,8074,2014,3,0,4,3,5,4
74439,0,0,1,0,54,23393,2394,11865,8616,2015,2,0,5,4,5,5
74784,1,0,1,0,42,999999,999999,999999,999999,2015,1,0,8,8,8,8
74880,0,6,7,2,40,17259,2156,8747,6007,2014,22,0,1,3,1,1
74910,0,0,0,0,32,25472,2175,13360,9243,2017,1,1,6,3,7,6
75326,0,2,0,0,37,18865,2462,9934,5743,2016,3,1,1,5,2,1
75338,0,0,0,1,53,27734,2559,12211,11897,2014,2,0,7,5,6,8
75632,0,1,0,0,44,16023,1713,8111,5755,2016,2,1,1,1,1,1
75694,0,1,1,2,63,999999,999999,6007,999999,2014,6,0,8,8,1,8
75702,0,0,0,0,37,25216,3371,11870,9615,2017,1,0,6,8,5,6
75766,0,0,1,1,53,18595,1858,9913,5938,2014,3,0,1,2,2,1
75773,0,0,0,0,29,999999,999999,999999,999999,2017,1,0,8,8,8,8
75828,1,1,2,0,47,27002,2332,11948,11896,2015,5,1,7,4,6,8
75948,1,1,1,0,47,19303,2345,9847,6655,2015,3,0,2,4,2,1
76070,0,0,0,0,42,999999,999999,999999,999999,2017,1,0,8,8,8,8
76133,0,1,0,0,52,21594,2451,9759,8788,2016,2,0,3,4,2,5
76296,1,2,2,1,43,20932,1682,10277,7526,2014,6,1,3,1,2,3
76954,0,0,0,0,46,30343,3991,13755,11372,2017,1,0,8,8,8,8
76984,1,1,0,1,52,21004,2020,9975,7877,2014,2,1,3,2,2,3
77034,1,1,1,0,49,21612,2183,10491,8452,2015,3,0,3,3,3,4
77106,0,2,0,0,32,11119,1927,4466,6588,2016,3,1,1,2,1,1
77127,0,3,2,1,33,16719,1523,8552,5744,2014,8,1,1,1,1,1
77313,0,1,1,1,43,20781,2037,10590,7625,2014,4,0,3,2,3,3
77458,0,0,0,0,49,999999,999999,999999,999999,2017,1,0,8,8,8,8
77459,0,1,1,0,49,27416,3155,12865,10588,2015,3,0,7,7,7,7
77746,0,2,3,3,27,16575,1699,8528,5446,2014,11,0,1,1,1,1
77748,0,0,0,0,33,20428,2382,10006,7302,2017,1,0,2,4,2,2
